v1,v2
ham,Its ok..come to my home it vl nice to meet and v can chat..
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + ??200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,Sent me de webadres for geting salary slip
ham,She's fine. Sends her greetings
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY ??10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,But you dint in touch with me.
ham,"Yup, leaving right now, be back soon"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,Yeah sure I'll leave in a min
ham,And do you have any one that can teach me how to ship cars.
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,Yeah confirmed for you staying at  that weekend
ham,They said ?_ dun haf passport or smth like dat.. Or ?_ juz send to my email account..  
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Ard 4 lor...
ham,You are right. Meanwhile how's project twins comin up
ham,I sent your maga that money yesterday oh.
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,How much would it cost to hire a hitman
ham,I anything lor...
spam,Don????t Miss Out! Your Free Trial Is About to Expire!
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,Huh but i cant go 2 ur house empty handed right?
ham,Good morning princess! Happy New Year!
spam,Congratulations YOU'VE Won. You're a Winner in our August ??1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,"Aight, we'll head out in a few"
ham,Then wat r u doing now? Busy wif work?
ham,I know you mood off today
ham,"Jay told me already, will do"
ham,Cps is causing the outages to conserve energy.
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,Hey morning what you come to ask:-) pa...
ham,Jordan got voted out last nite!
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,I have no idea where you are
ham,Pls come quick cant bare this.
spam,Earn money with little to no investment ??V Find out how!
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,No. I.ll meet you in the library
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,Ok c ?_ then.
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,Hey check it da. I have listed da.
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,Goin to workout lor... Muz lose e fats... 
ham,"Damn, poor zac doesn't stand a chance"
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,Yeah right! I'll bring my tape measure fri!
ham,Should I head straight there or what
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX ??1.50
spam,Thank you princess! You are so sexy...
ham,Oooh I got plenty of those!
ham,Hui xin is in da lib.
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
ham,You know what hook up means right?
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,Wat's da model num of ur phone?
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,* Thought I didn't see you.
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp ??1.50/msg.
ham,Carlos says we can pick up from him later so yeah we're set
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,Hmm ill have to think about it... ok you're forgiven! =D
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,Want to send me a virtual hug?... I need one
ham,"Probably not, still going over some stuff here"
ham,It has issues right now. Ill fix for her by tomorrow.
ham,Why i come in between you people
ham,Senthil group company Apnt 5pm.
ham,Oh really?? Did you make it on air? What's your talent?
ham,Studying. But i.ll be free next weekend.
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,Well then you have a great weekend!
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,Ha... U jus ate honey ar? So sweet...
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
ham,Thanks for loving me so. You rock
ham,Yeah imma come over cause jay wants to do some drugs
ham,Ok thanx... Take care then...
ham,Yup. Thk of u oso boring wat.
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,Moji just informed me that you saved our lives. Thanks.
ham,Whos this am in class:-)
ham,Hey r ?_ still online? I've finished the formatting...
ham,Great! So what attracts you to the brothas?
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a ??200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 ??1.50perWKsub
spam,Last chance: Get your free consultation today!
spam,Get free products and earn money now!
ham,LOL what happens in Vegas stays in vegas
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldn??t make ur b??day 2 hun!"
ham,When did i use soc... I use it only at home... ?? dunno how 2 type it in word ar...
ham,Dad says hurry the hell up
ham,Wake me up at  &lt;#&gt;  am morning:)
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,Great! I shoot big loads so get ready!
ham,I'll meet you in the lobby
ham,You still coming tonight?
ham,What happen dear tell me
ham,"Sir, i am waiting for your call, once free please call me."
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,I am in tirupur.  call you da.
spam,You are a winner you have been specially selected to receive ??1000 cash or a ??2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham,S:)but he had some luck.2 catches put down:)
ham,How i noe... Did ?_ specify da domain as nusstu... ?? still in sch...
ham,Oh...i asked for fun. Haha...take care. ?_
ham,Shall i get my pouch?
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
ham,Kent vale lor... ?? wait 4 me there ar?
ham,Ok. Very good. Its all about making that money.
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,Aight do you still want to get money
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,"Sorry pa, i dont knw who ru pa?"
ham,Wat u doing there?
ham,If i not meeting ?_ all rite then i'll go home lor. If ?_ dun feel like comin it's ok.
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Networking technical support associate.
ham,I'm gonna rip out my uterus.
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
ham,"Yeah why not, is the gang all ready"
ham,Blank is Blank. But wat is blank? Lol
ham,I'm in a movie... Collect car oredi...
ham,We left already we at orchard now.
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
ham,Nothing spl..wat abt u and whr ru?
ham,No chikku nt yet.. Ya i'm free
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,"I guess you could be as good an excuse as any, lol."
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,Old Orchard near univ. How about you?
ham,"4 tacos + 1 rajas burrito, right?"
ham,"It???s ??6 to get in, is that ok?"
ham,Hows the street where the end of library walk is?
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,We stopped to get ice cream and will go back after
ham,Did you stitch his trouser
spam,2/2 146tf150p
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,"Aight, let me know when you're gonna be around usf"
ham,I'm not. She lip synced with shangela.
ham,?? neva tell me how i noe... I'm not at home in da aft wat... 
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Why are u up so early?
ham,Ya that one is slow as poo
ham,"\Im on gloucesterroad what are uup to later?\"""""
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
ham,We'll join the  &lt;#&gt;  bus
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,K.i will send in  &lt;#&gt;  min:)
ham,Would me smoking you out help us work through this difficult time
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
ham,Yes.mum lookin strong:)
ham,"Sir Goodmorning, Once free call me."
ham,Where are you call me.
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
ham,Does uncle timi help in clearing cars
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,Ok... But bag again..
ham,Ok lor. Msg me b4 u call.
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. ??1.50 increments. Help08718728876"
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
ham,Then ur physics get a-?
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,How r ?_ going to send it to me?
ham,Can you do online transaction?
ham,Dear got train and seat mine lower seat
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,WHORE YOU ARE UNBELIEVABLE.
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Are you sure you don't mean \get here
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,Love it! I want to flood that pretty pussy with cum...
ham,Hey are you angry with me. Reply me dr.
ham,Short But Cute: \Be a good person
ham,Also remember the beads don't come off. Ever.
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"It's ok, at least armand's still around"
ham,No da. I am happy that we sit together na
ham,Yup song bro. No creative. Neva test quality. He said check review online.
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a ??900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,Mm you ask him to come its enough :-)
ham,At the funeral home with Audrey and dad
ham,"Aight, can you text me the address?"
ham,Excellent! Wish we were together right now!
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,Pls i wont belive god.not only jesus.
ham,Can. Dunno wat to get 4 her...
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,How long does it take to get it.
ham,This is my number by vivek..
spam,74355 XMAS iscoming & ur awarded either ??500 CD gift vouchers & free entry 2 r ??100 weekly draw txt MUSIC to 87066 TnC
ham,"sorry brah, just finished the last of my exams, what up"
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,Just normal only here :)
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,Hi. I'm always online on yahoo and would like to chat with you someday
ham,"Goodmorning,my grandfather expired..so am on leave today."
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost??3.75max 
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
ham,"Sure, I'll see if I can come by in a bit"
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
spam,You????ve Won a Free Vacation! Click to Redeem!
ham,Watching tv lor. Nice one then i like lor.
ham,I'm thinking that chennai forgot to come for auction..
ham,Then ?_ come n pick me at 530 ar?
ham,Early bird! Any purchases yet?
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,"Erm ??_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,Mmmm.... I cant wait to lick it!
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,U in town alone?
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
ham,We have all rounder:)so not required:)
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890??1.50 per msg
ham,I'm ok. Will do my part tomorrow
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
ham,R u still working now?
spam,"Win the newest ??Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Yep. I do like the pink furniture tho.
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,"Customer place, i wil cal u sir."
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg ??1.50"
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,"THAT??S ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DON??T WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,"Theoretically yeah, he could be able to come"
ham,"Alright we're hooked up, where you guys at"
ham,"not that I know of, most people up here are still out of town"
ham,No let me do the math. Your not good at it.
ham,Oh ok wait 4 me there... My lect havent finish
ham,Yeah my usual guy's out of town but there're definitely people around I know
ham,I am joining today formally.Pls keep praying.will talk later.
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
ham,No. Did you multimedia message them or e-mail?
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,did u get that message
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,What you need. You have a person to give na.
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,Like a personal sized or what
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,Cab is available.they pick up and drop at door steps.
ham,ok....take care.umma to you too...
ham,Unlimited texts. Limited minutes.
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
ham,No problem. We will be spending a lot of quality time together...
spam,URGENT This is our 2nd attempt to contact U. Your ??900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,Have you heard from this week?
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Yes. Last  practice
spam,tells u 2 call 09066358152 to claim ??5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,No. Thank you. You've been wonderful
ham,?? mean it's confirmed... I tot they juz say oni... Ok then... 
spam,Get a Free iPad Just by Signing Up!
ham,That depends. How would you like to be treated? :)
ham,"Right on brah, see you later"
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,Went fast asleep dear.take care.
ham,No that just means you have a fat head
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,Serious? What like proper tongued her
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
ham,Yeah whatever lol
spam,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Ard 530 lor. I ok then message ?_ lor.
ham,Ok. C u then.
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,No need to ke qi... ?? too bored izzit y suddenly thk of this...
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for ??3/wk
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,How? Izzit still raining?
ham,As if i wasn't having enough trouble sleeping.
ham,I havent add ?_ yet right.. 
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,Babe ? I lost you ... Will you try rebooting ?
ham,Yes. Nigh you cant aha.
ham,I thk ?_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,Sos! Any amount i can get pls.
ham,"Playin space poker, u?"
ham,How come guoyang go n tell her? Then u told her?
ham,You need to get up. Now.
ham,They r giving a second chance to rahul dengra.
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,Y ?_ wan to go there? C doctor?
ham,Does daddy have a bb now.
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
ham,She's borderline but yeah whatever.
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,I will be gentle princess! We will make sweet gentle love...
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham,"Sorry, went to bed early, nightnight"
ham,I like to think there's always the possibility of being in a pub later.
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,Hi dude hw r u da realy mising u today
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,I knew it... U slept v late yest? Wake up so late...
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
ham,Where is that one day training:-)
ham,So i could kiss and feel you next to me...
ham,Have a nice day my dear.
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,Your dad is back in ph?
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"""
ham,If you ask her or she say any please message.
ham,"If e timing can, then i go w u lor..."
ham,I was just callin to say hi. Take care bruv!
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ??150 prize. To collect is easy. Just call 09061743386
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,"That's the trouble with classes that go well - you're due a dodgey one ??_ Expecting mine tomo! See you for recovery, same time, same place "
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
ham,WOT U UP 2 J?
ham,"Night night, see you tomorrow"
ham,Roger that. We???re probably going to rem in about 20
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,I wish u were here. I feel so alone
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
spam,ringtoneking 84484
ham,Huh i cant thk of more oredi how many pages do we have?
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,"Whatever, juliana. Do whatever you want."
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,R u in this continent?
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,K...k...when will you give treat?
